route_id,source_id,name_source,city_source,zone_source,facilities_source,destination_id,name_dest,city_dest,zone_dest,facilities_dest,distance_km,avg_speed_kmph,travel_time_hr,ticket_price_inr,train_type,stops,delay_probability,lat_source,lon_source,lat_dest,lon_dest,source,destination,lat_destination,lon_destination
7317,1396,Station_1396,City_58,SR,Premium,384,Station_384,City_328,NCR,Premium,1473,80,18.41,905.86,Superfast,7,0.19,10.402397576067358,68.6090915507901,8.878291,93.78091,Madurai,Indore,33.043857249880205,74.69627313054717
4584,385,Station_385,City_490,NER,Standard,384,Station_384,City_328,NCR,Premium,319,70,4.56,355.9,Express,8,0.04,25.82641993283879,75.00363726034229,8.878291,93.78091,Hyderabad,Dehradun,35.58429270781015,81.07257408321667
6080,1514,Station_1514,City_391,ER,Premium,642,Station_642,City_312,ER,Basic,1214,80,15.18,694.4,Express,3,0.06,9.521488090651832,87.08089419879275,9.59583,87.316308,Trivandrum,Amritsar,33.66438119457848,83.42420613684405
7425,67,Station_67,City_145,SR,Premium,642,Station_642,City_312,ER,Basic,121,60,2.02,136.36,Shatabdi,1,0.26,21.757679764388282,72.11393226746138,9.59583,87.316308,Nagpur,Jaipur,26.73407130890363,95.93127738714021
1718,1792,Station_1792,City_34,ER,Basic,642,Station_642,City_312,ER,Basic,438,120,3.65,308.08,Rajdhani,9,0.21,25.249700815905797,93.8881598317634,9.59583,87.316308,Bengaluru,Kochi,24.318431023848166,84.42797998245744
6560,1119,Station_1119,City_44,ER,Basic,642,Station_642,City_312,ER,Basic,507,120,4.22,603.8,Superfast,5,0.15,27.39558576253661,80.71418846402776,9.59583,87.316308,Hyderabad,Kanpur,32.47831070155722,74.05399204198334
5311,1332,Station_1332,City_446,SR,Basic,642,Station_642,City_312,ER,Basic,1801,50,36.02,2122.05,Rajdhani,3,0.1,11.928671754008604,79.26226121049551,9.59583,87.316308,Guwahati,Pune,25.92847388947713,76.65666542118812
6767,1514,Station_1514,City_391,ER,Premium,1713,Station_1713,City_27,SR,Standard,1378,50,27.56,1307.96,Shatabdi,9,0.16,27.237803750142792,71.01756811701604,13.874224,89.811878,Patna,Jodhpur,34.00147727103608,95.20497124806104
6647,1031,Station_1031,City_359,NER,Basic,1713,Station_1713,City_27,SR,Standard,1719,120,14.32,792.88,Superfast,4,0.09,13.89950799153529,75.84194482318833,13.874224,89.811878,Jaipur,Guwahati,33.336798907739905,87.60564741310704
766,1302,Station_1302,City_372,NR,Premium,1713,Station_1713,City_27,SR,Standard,1263,70,18.04,1062.69,Passenger,10,0.09,23.77932475741601,96.09581995723886,13.874224,89.811878,Chennai,Shimla,15.095178091949094,82.9440295038869
804,1256,Station_1256,City_5,ER,Standard,1713,Station_1713,City_27,SR,Standard,1607,50,32.14,1412.97,Rajdhani,9,0.23,30.39419993718396,88.23629375572503,13.874224,89.811878,Coimbatore,Indore,16.976183316036106,89.79863532903565
2699,1236,Station_1236,City_291,NWR,Basic,1713,Station_1713,City_27,SR,Standard,1065,80,13.31,603.59,Passenger,3,0.27,35.57236417667596,91.79459363110129,13.874224,89.811878,Bhopal,Guwahati,9.42071799416819,69.84801961380525
7230,567,Station_567,City_154,NR,Standard,1713,Station_1713,City_27,SR,Standard,1326,120,11.05,1340.27,Rajdhani,3,0.17,20.543649470100426,86.22542186858874,13.874224,89.811878,Kolkata,Bengaluru,9.229161512508183,90.13912707014461
8793,2000,Station_2000,City_333,WR,Standard,1713,Station_1713,City_27,SR,Standard,1857,80,23.21,1001.27,Superfast,1,0.04,10.335154241354632,69.57895444811741,13.874224,89.811878,Shimla,Jaipur,27.84694991270056,68.5744470154634
6576,5,Station_5,City_230,NR,Basic,1713,Station_1713,City_27,SR,Standard,1800,80,22.5,1882.01,Passenger,6,0.2,16.882301177192403,69.66567633120573,13.874224,89.811878,Kolkata,Ranchi,14.77372977763087,89.81116446043073
5152,320,Station_320,City_419,NCR,Basic,1713,Station_1713,City_27,SR,Standard,1997,70,28.53,2102.87,Express,10,0.24,35.73792166791442,76.8812640884977,13.874224,89.811878,Delhi,Shillong,22.96294177324177,68.99981539436541
7666,1514,Station_1514,City_391,ER,Premium,139,Station_139,City_313,NWR,Standard,403,70,5.76,237.73,Passenger,2,0.08,29.826380107410166,92.67713858089779,27.377466,77.755502,Kochi,Visakhapatnam,36.410336048816134,75.5243779063215
272,827,Station_827,City_138,SCR,Basic,139,Station_139,City_313,NWR,Standard,142,50,2.84,151.49,Superfast,3,0.03,21.41226131578987,79.57584468778528,27.377466,77.755502,Patna,Kochi,32.03163755330155,88.19987532944054
9827,1032,Station_1032,City_49,NR,Basic,139,Station_139,City_313,NWR,Standard,629,100,6.29,492.27,Rajdhani,9,0.1,19.400342635729757,95.85653765036301,27.377466,77.755502,Bengaluru,Shimla,11.600515499434884,78.07858876866571
8802,1179,Station_1179,City_282,SCR,Premium,139,Station_139,City_313,NWR,Standard,1507,70,21.53,1387.65,Rajdhani,1,0.13,35.36549777068556,72.99640616680904,27.377466,77.755502,Lucknow,Indore,20.058482258695268,96.01987567144081
1336,1547,Station_1547,City_216,SCR,Standard,139,Station_139,City_313,NWR,Standard,1678,50,33.56,579.78,Passenger,7,0.2,19.26330736654609,87.43846586498512,27.377466,77.755502,Amritsar,Varanasi,16.10199744359779,84.67398980984883
9786,104,Station_104,City_286,NWR,Basic,139,Station_139,City_313,NWR,Standard,1399,100,13.99,1452.21,Shatabdi,3,0.22,26.892524964395577,89.32499438031061,27.377466,77.755502,Shimla,Visakhapatnam,12.904280853942407,68.84401559436108
22,346,Station_346,City_19,SCR,Basic,1382,Station_1382,City_219,SR,Premium,1955,100,19.55,2176.73,Superfast,1,0.11,22.38727383595539,86.93829436443289,29.833752,88.243595,Kolkata,Kanpur,18.768290977199793,87.41064869333374
4769,1446,Station_1446,City_7,NWR,Standard,1382,Station_1382,City_219,SR,Premium,1067,70,15.24,732.37,Rajdhani,3,0.01,33.20108850183337,81.22346209386231,29.833752,88.243595,Dehradun,Bengaluru,24.104537821614937,78.88914079938178
5977,1607,Station_1607,City_77,NCR,Basic,1382,Station_1382,City_219,SR,Premium,166,50,3.32,156.79,Shatabdi,3,0.08,36.950609326199526,89.82231551964693,29.833752,88.243595,Indore,Jaipur,10.846124304395863,84.85307590280645
1571,346,Station_346,City_19,SCR,Basic,790,Station_790,City_28,WR,Standard,325,80,4.06,355.5,Express,1,0.09,13.489623388522693,69.74678240689899,33.125408,84.923664,Bhopal,Kanpur,18.43478475842486,80.78369642876514
6607,190,Station_190,City_276,NER,Standard,790,Station_790,City_28,WR,Standard,975,50,19.5,848.72,Shatabdi,2,0.01,18.66015562331363,95.75654423257771,33.125408,84.923664,Jaipur,Shillong,25.27472453246937,86.54906429090323
1703,703,Station_703,City_309,NR,Standard,790,Station_790,City_28,WR,Standard,857,100,8.57,474.41,Rajdhani,8,0.22,26.08940606753022,90.6497413869053,33.125408,84.923664,Kanpur,Jodhpur,22.681493552331567,89.01848562988647
514,1766,Station_1766,City_334,NWR,Premium,790,Station_790,City_28,WR,Standard,194,80,2.42,225.39,Passenger,1,0.21,13.201375680352854,71.76333383386833,33.125408,84.923664,Visakhapatnam,Hyderabad,33.2368889537245,79.78396304348762
7227,1874,Station_1874,City_492,NER,Premium,790,Station_790,City_28,WR,Standard,955,100,9.55,1112.42,Rajdhani,0,0.03,29.496669256858745,76.59584958458848,33.125408,84.923664,Varanasi,Dehradun,16.283066809865822,94.67695135714699
5050,700,Station_700,City_15,ER,Premium,790,Station_790,City_28,WR,Standard,226,100,2.26,107.96,Shatabdi,2,0.25,26.806158377960976,96.42143160286223,33.125408,84.923664,Bengaluru,Varanasi,16.669139654404898,90.98452531393023
3275,1707,Station_1707,City_13,NCR,Basic,790,Station_790,City_28,WR,Standard,84,60,1.4,37.89,Shatabdi,5,0.07,25.144161756760166,77.44985018364488,33.125408,84.923664,Pune,Jammu,29.50312907145118,74.71381838903493
9358,1534,Station_1534,City_192,NER,Standard,790,Station_790,City_28,WR,Standard,650,120,5.42,648.5,Rajdhani,6,0.24,18.693693806428804,85.95690190842706,33.125408,84.923664,Varanasi,Trivandrum,20.015716807697835,86.11134850428404
3212,1351,Station_1351,City_49,SR,Standard,790,Station_790,City_28,WR,Standard,1075,70,15.36,968.45,Shatabdi,9,0.13,8.155609058377108,95.80785225791575,33.125408,84.923664,Patna,Jammu,24.41397451433149,84.17584079768415
3163,325,Station_325,City_213,SR,Standard,790,Station_790,City_28,WR,Standard,316,70,4.51,265.81,Passenger,8,0.07,23.5732612895507,76.06149064984963,33.125408,84.923664,Jaipur,Chandigarh,10.149318522356907,72.71152236671362
8685,1691,Station_1691,City_480,SR,Basic,790,Station_790,City_28,WR,Standard,788,100,7.88,366.16,Passenger,9,0.26,36.72912372588559,96.23651593484433,33.125408,84.923664,Kochi,Amritsar,11.101948819583116,72.27489094794603
8106,346,Station_346,City_19,SCR,Basic,1767,Station_1767,City_169,NR,Premium,1622,70,23.17,956.77,Shatabdi,3,0.09,33.88886289231975,77.6285442603702,25.046587,71.132191,Delhi,Shillong,15.59911655407208,73.83523756673334
9420,1055,Station_1055,City_5,NWR,Basic,1767,Station_1767,City_169,NR,Premium,1391,50,27.82,650.39,Rajdhani,4,0.28,24.90279446429722,78.1438250180556,25.046587,71.132191,Chennai,Patna,33.64746751315951,68.73822406669703
1251,612,Station_612,City_491,ER,Premium,1767,Station_1767,City_169,NR,Premium,393,60,6.55,292.17,Rajdhani,8,0.1,13.058292000744089,80.0363961327683,25.046587,71.132191,Mysuru,Dehradun,10.553077325822983,70.1488918514665
3592,1224,Station_1224,City_160,WR,Standard,1767,Station_1767,City_169,NR,Premium,1764,80,22.05,1159.82,Passenger,3,0.26,17.160308601653036,95.47502538950737,25.046587,71.132191,Indore,Madurai,25.776034145522594,75.76072618168513
4288,1037,Station_1037,City_443,NCR,Premium,1767,Station_1767,City_169,NR,Premium,1229,70,17.56,1239.94,Express,5,0.07,17.024543859985215,71.10360196589296,25.046587,71.132191,Bhopal,Shimla,12.25003148745412,68.35689067448646
9849,346,Station_346,City_19,SCR,Basic,796,Station_796,City_232,ER,Premium,981,70,14.01,1047.5,Rajdhani,3,0.22,31.13586401111829,79.27704333526428,15.932308,90.074605,Kochi,Hyderabad,8.057034224875466,94.1234873742467
1930,529,Station_529,City_183,ER,Premium,796,Station_796,City_232,ER,Premium,551,50,11.02,190.42,Passenger,9,0.15,15.810586886174622,96.65437350611347,15.932308,90.074605,Guwahati,Madurai,35.92008265219701,83.46693357687971
1459,327,Station_327,City_333,NR,Standard,796,Station_796,City_232,ER,Premium,1292,80,16.15,1300.3,Passenger,3,0.16,11.563751346992746,78.6221872759223,15.932308,90.074605,Delhi,Hyderabad,10.70588501507385,92.83856807108205
8298,774,Station_774,City_459,NCR,Basic,796,Station_796,City_232,ER,Premium,1610,120,13.42,1712.37,Rajdhani,4,0.18,24.920775121083423,83.96962701177212,15.932308,90.074605,Shillong,Aurangabad,20.521992146679615,81.6290872826818
2279,677,Station_677,City_428,SR,Standard,796,Station_796,City_232,ER,Premium,1862,50,37.24,1486.54,Superfast,5,0.21,16.53345108069479,70.66254025342751,15.932308,90.074605,Chennai,Ahmedabad,32.69763852672054,69.07302813380075
23,274,Station_274,City_140,SCR,Standard,1053,Station_1053,City_165,NR,Basic,773,50,15.46,525.99,Shatabdi,2,0.11,11.399407532819714,78.60421543476548,8.562467,69.43933,Hyderabad,Chennai,36.231067217501135,96.91544763125175
1176,1746,Station_1746,City_435,NCR,Premium,1053,Station_1053,City_165,NR,Basic,939,100,9.39,611.86,Shatabdi,1,0.3,26.365914693973064,83.33958153611263,8.562467,69.43933,Kochi,Amritsar,25.661847482609073,89.89426693379902
1416,1942,Station_1942,City_255,NWR,Basic,1053,Station_1053,City_165,NR,Basic,408,70,5.83,169.37,Passenger,3,0.15,21.638381325859495,71.01162093648188,8.562467,69.43933,Chandigarh,Amritsar,27.038024417920283,71.09018065526725
1687,274,Station_274,City_140,SCR,Standard,1066,Station_1066,City_112,NER,Standard,363,100,3.63,368.04,Express,2,0.0,25.962942403433367,96.15636275960188,36.224948,74.843009,Chennai,Varanasi,35.53514267676228,94.88927770957724
5847,731,Station_731,City_282,SCR,Basic,1066,Station_1066,City_112,NER,Standard,975,70,13.93,339.41,Passenger,8,0.26,31.985442359824667,79.63368391242805,36.224948,74.843009,Patna,Mumbai,16.154645521398812,87.15184761057685
1479,995,Station_995,City_275,SR,Standard,1066,Station_1066,City_112,NER,Standard,1385,100,13.85,643.32,Rajdhani,7,0.07,34.030566484242144,72.42158768595965,36.224948,74.843009,Dehradun,Chandigarh,14.847798584058989,73.06252279648912
3348,274,Station_274,City_140,SCR,Standard,14,Station_14,City_326,ER,Standard,181,100,1.81,127.47,Express,8,0.09,15.122884565714026,96.77536145870553,12.963021,89.144677,Aurangabad,Varanasi,11.946311324604231,83.7632952458597
9927,431,Station_431,City_52,WR,Premium,14,Station_14,City_326,ER,Standard,564,50,11.28,629.6,Rajdhani,4,0.1,32.346758437331275,89.49954170047533,12.963021,89.144677,Kanpur,Mumbai,18.636044519385067,70.1227246178204
668,1767,Station_1767,City_169,NR,Premium,14,Station_14,City_326,ER,Standard,1298,50,25.96,1221.29,Rajdhani,9,0.04,14.202316973105813,89.94960853129069,12.963021,89.144677,Surat,Mumbai,20.245776072782537,96.7759843108573
357,400,Station_400,City_292,NCR,Basic,14,Station_14,City_326,ER,Standard,1050,50,21.0,664.22,Rajdhani,9,0.13,17.54661224915467,77.5116484417869,12.963021,89.144677,Pune,Kochi,24.91342290576622,74.64574087830519
574,602,Station_602,City_73,NER,Standard,14,Station_14,City_326,ER,Standard,1327,80,16.59,420.64,Superfast,5,0.13,26.021268663979043,89.85737213408359,12.963021,89.144677,Chennai,Dehradun,24.03718516903367,85.98550029671819
9730,649,Station_649,City_81,WR,Basic,14,Station_14,City_326,ER,Standard,937,50,18.74,861.0,Rajdhani,7,0.29,22.301592547527576,75.19993301206127,12.963021,89.144677,Mumbai,Amritsar,32.94921009202302,85.24358311158963
1262,1530,Station_1530,City_453,SCR,Standard,14,Station_14,City_326,ER,Standard,315,70,4.5,334.33,Superfast,5,0.09,35.795209297336115,87.31982734441252,12.963021,89.144677,Mysuru,Mumbai,30.043739679840584,87.55120506404195
3424,878,Station_878,City_161,NCR,Basic,14,Station_14,City_326,ER,Standard,1073,80,13.41,792.47,Passenger,9,0.24,28.121856477059147,92.77333983327561,12.963021,89.144677,Hyderabad,Coimbatore,14.209707383598358,86.82763123834233
7381,245,Station_245,City_136,WR,Premium,14,Station_14,City_326,ER,Standard,512,70,7.31,173.63,Express,7,0.26,20.397252733127033,78.82535107685145,12.963021,89.144677,Mysuru,Indore,24.736811927601643,73.72474732414847
3141,1038,Station_1038,City_228,ER,Premium,14,Station_14,City_326,ER,Standard,1014,50,20.28,321.89,Express,0,0.05,19.836040027643257,74.40788874606736,12.963021,89.144677,Dehradun,Hyderabad,35.63961683938477,93.33977951687794
5753,829,Station_829,City_354,ER,Basic,14,Station_14,City_326,ER,Standard,1645,50,32.9,1598.5,Shatabdi,1,0.12,35.97336145949163,87.11994660063712,12.963021,89.144677,Mysuru,Ranchi,30.687933385335647,76.29854005198429
7577,274,Station_274,City_140,SCR,Standard,1964,Station_1964,City_377,ER,Standard,1306,60,21.77,911.25,Express,9,0.28,18.73181614384787,90.44388024121733,9.524423,93.097525,Kochi,Delhi,31.592597222185088,78.78731304012987
7827,150,Station_150,City_427,ER,Standard,1964,Station_1964,City_377,ER,Standard,1263,80,15.79,1361.36,Shatabdi,1,0.11,16.425492431794076,68.60024597332966,9.524423,93.097525,Kolkata,Raipur,8.76632005854107,71.5678070651189
2220,1536,Station_1536,City_244,NR,Premium,1964,Station_1964,City_377,ER,Standard,1144,80,14.3,1234.84,Superfast,5,0.3,11.78122514593179,84.69967461798939,9.524423,93.097525,Nagpur,Hyderabad,8.485594569910718,90.44657905659436
1263,1945,Station_1945,City_223,SCR,Standard,1964,Station_1964,City_377,ER,Standard,192,100,1.92,95.35,Superfast,8,0.24,21.083396743037028,69.52242635193231,9.524423,93.097525,Trivandrum,Patna,16.941645692906082,78.63127103436156
4621,342,Station_342,City_238,ER,Basic,1964,Station_1964,City_377,ER,Standard,324,120,2.7,373.25,Shatabdi,1,0.25,11.2924790372353,91.36020365270542,9.524423,93.097525,Jodhpur,Delhi,29.420633031514207,82.89544175574197
24,232,Station_232,City_70,NER,Premium,693,Station_693,City_401,NWR,Standard,1921,120,16.01,1008.12,Passenger,1,0.09,11.631620010820322,72.75278601153596,28.687749,81.910849,Dehradun,Chennai,13.627531167362386,69.54583932715194
5419,1370,Station_1370,City_243,NER,Premium,693,Station_693,City_401,NWR,Standard,844,60,14.07,458.37,Passenger,9,0.08,34.57490801496908,89.33575341273827,28.687749,81.910849,Mysuru,Mumbai,35.90808719265069,76.84105526771778
3617,576,Station_576,City_495,NER,Premium,693,Station_693,City_401,NWR,Standard,1785,100,17.85,1104.48,Shatabdi,6,0.01,32.69619805823318,96.79023104190388,28.687749,81.910849,Mysuru,Mumbai,22.864345256090147,71.87973345764304
5140,1438,Station_1438,City_419,NR,Standard,693,Station_693,City_401,NWR,Standard,1306,60,21.77,671.62,Shatabdi,6,0.1,10.5242141280657,82.60174335449211,28.687749,81.910849,Patna,Shillong,21.794381814957347,95.44819448160898
8967,530,Station_530,City_300,NCR,Basic,693,Station_693,City_401,NWR,Standard,1308,100,13.08,403.88,Superfast,4,0.08,24.716293518026465,74.98293287988406,28.687749,81.910849,Trivandrum,Kolkata,21.9510659805301,93.94863507540887
4267,1109,Station_1109,City_167,WR,Premium,693,Station_693,City_401,NWR,Standard,1994,50,39.88,1652.89,Passenger,1,0.09,21.540048171378032,68.3833849193956,28.687749,81.910849,Guwahati,Shillong,20.36797165493435,85.23159280294485
4117,1332,Station_1332,City_446,SR,Basic,693,Station_693,City_401,NWR,Standard,415,70,5.93,439.3,Express,0,0.07,33.748371812171214,92.04019718000279,28.687749,81.910849,Amritsar,Chennai,8.82272986621736,96.49864995760313
3088,232,Station_232,City_70,NER,Premium,868,Station_868,City_278,WR,Standard,1220,120,10.17,1386.29,Express,8,0.21,11.759275545101875,77.80564016555672,28.135047,77.349061,Pune,Raipur,30.945546071645786,80.33788091823374
104,1706,Station_1706,City_442,ER,Standard,868,Station_868,City_278,WR,Standard,1442,80,18.02,1151.78,Rajdhani,9,0.15,16.065724048012136,76.72525796571239,28.135047,77.349061,Jodhpur,Mysuru,13.39309222633179,86.43201236317964
181,914,Station_914,City_212,ER,Basic,868,Station_868,City_278,WR,Standard,1271,120,10.59,692.07,Rajdhani,9,0.03,8.785235573149691,73.3698567078833,28.135047,77.349061,Patna,Nagpur,29.535199004452185,82.84196839133776
8560,138,Station_138,City_143,NWR,Premium,868,Station_868,City_278,WR,Standard,1854,70,26.49,1279.66,Express,10,0.17,20.68248867914175,71.24762355511042,28.135047,77.349061,Chennai,Mumbai,23.54584217757511,76.98368441655913
9898,126,Station_126,City_65,SR,Standard,868,Station_868,City_278,WR,Standard,1783,50,35.66,583.84,Passenger,4,0.03,8.995887645372104,79.06605075229884,28.135047,77.349061,Pune,Lucknow,17.6034945575531,93.26393049224407
2858,1919,Station_1919,City_214,NER,Basic,868,Station_868,City_278,WR,Standard,1278,60,21.3,1275.23,Passenger,5,0.07,29.316089610679864,74.98499668760802,28.135047,77.349061,Kochi,Jodhpur,17.666179132537124,91.95666646909811
2476,1257,Station_1257,City_32,NR,Basic,868,Station_868,City_278,WR,Standard,1718,80,21.48,1998.09,Express,8,0.27,17.683816186555248,79.36333174187651,28.135047,77.349061,Kolkata,Surat,21.544483836806954,89.21141615057743
4060,365,Station_365,City_63,ER,Premium,868,Station_868,City_278,WR,Standard,1462,60,24.37,508.68,Passenger,10,0.08,24.911493702969263,83.25368598822958,28.135047,77.349061,Jaipur,Mumbai,27.162141745158497,78.13427559292481
3496,371,Station_371,City_412,WR,Basic,868,Station_868,City_278,WR,Standard,963,80,12.04,825.97,Passenger,8,0.19,19.842353357123883,77.89492326416801,28.135047,77.349061,Jodhpur,Mumbai,20.620332562610823,80.72539803692366
4965,232,Station_232,City_70,NER,Premium,1638,Station_1638,City_354,ER,Basic,1343,100,13.43,1049.82,Rajdhani,4,0.29,21.384760069150644,76.53096630388927,29.728375,87.344637,Varanasi,Chandigarh,10.697555371183139,83.40587972362071
585,186,Station_186,City_234,ER,Basic,1638,Station_1638,City_354,ER,Basic,1088,70,15.54,794.44,Passenger,1,0.28,13.94011375859251,69.81721281872844,29.728375,87.344637,Mysuru,Patna,20.94284921287774,96.13677154823353
7683,1578,Station_1578,City_161,NWR,Basic,1638,Station_1638,City_354,ER,Basic,1819,60,30.32,953.55,Passenger,2,0.0,31.142485009558182,72.53553891682947,29.728375,87.344637,Chennai,Varanasi,13.872759493724267,90.37923599785454
3253,782,Station_782,City_255,NER,Standard,1638,Station_1638,City_354,ER,Basic,446,80,5.58,167.08,Superfast,7,0.12,12.470468194715284,75.33928343375983,29.728375,87.344637,Ahmedabad,Surat,20.033821364132756,95.82529688862327
3511,129,Station_129,City_347,SR,Basic,1638,Station_1638,City_354,ER,Basic,1701,50,34.02,709.41,Express,3,0.16,22.496131654622488,69.03683998223894,29.728375,87.344637,Amritsar,Kolkata,23.225918268718356,73.66966122935729
5947,232,Station_232,City_70,NER,Premium,751,Station_751,City_289,SCR,Standard,601,50,12.02,368.75,Express,9,0.3,15.66322271809894,69.99503457807614,30.606796,90.786623,Visakhapatnam,Pune,24.50305548490766,72.99590450767376
4791,1925,Station_1925,City_33,NWR,Standard,751,Station_751,City_289,SCR,Standard,1091,80,13.64,1148.48,Superfast,10,0.15,19.87712086053147,91.79878305169666,30.606796,90.786623,Amritsar,Chennai,25.735613605729345,91.87635956305185
6836,784,Station_784,City_372,NWR,Premium,751,Station_751,City_289,SCR,Standard,913,60,15.22,1053.89,Express,6,0.25,12.138994851883565,96.3606841020235,30.606796,90.786623,Coimbatore,Lucknow,20.68284480385379,77.71581790304681
7037,816,Station_816,City_59,SR,Standard,751,Station_751,City_289,SCR,Standard,694,50,13.88,309.63,Passenger,10,0.27,32.68270750903163,96.79610114775363,30.606796,90.786623,Ranchi,Ahmedabad,17.72274076328638,86.8470495886311
2934,1882,Station_1882,City_105,NWR,Premium,751,Station_751,City_289,SCR,Standard,206,100,2.06,186.82,Express,2,0.11,25.04324360407449,74.05850950934163,30.606796,90.786623,Delhi,Aurangabad,10.0946695590075,81.45869783098965
1685,1710,Station_1710,City_348,SCR,Basic,751,Station_751,City_289,SCR,Standard,1989,50,39.78,889.15,Passenger,9,0.28,22.692430053944257,76.86916676048718,30.606796,90.786623,Hyderabad,Dehradun,29.796868231931892,88.77141481772873
6529,117,Station_117,City_343,ER,Standard,751,Station_751,City_289,SCR,Standard,264,120,2.2,274.89,Passenger,7,0.0,27.520290890658217,89.57075209109856,30.606796,90.786623,Nagpur,Hyderabad,24.941931466949985,81.99738497711785
2657,1462,Station_1462,City_292,NR,Premium,751,Station_751,City_289,SCR,Standard,361,60,6.02,412.46,Rajdhani,2,0.3,16.51488142356348,76.71948297184197,30.606796,90.786623,Madurai,Shillong,16.91331553171788,93.077926590634
9745,1959,Station_1959,City_383,NR,Premium,751,Station_751,City_289,SCR,Standard,1910,80,23.88,1684.49,Express,8,0.06,14.708729237447898,93.17479691986803,30.606796,90.786623,Nagpur,Kolkata,8.962687000702052,70.30025902134243
4159,689,Station_689,City_453,SR,Premium,751,Station_751,City_289,SCR,Standard,733,120,6.11,520.21,Rajdhani,2,0.01,35.521548956302496,77.19109425583156,30.606796,90.786623,Indore,Chennai,20.25553636833982,91.55635099347336
7839,737,Station_737,City_135,NCR,Premium,751,Station_751,City_289,SCR,Standard,1937,70,27.67,1723.87,Express,1,0.04,10.096617726962478,89.00173629339743,30.606796,90.786623,Trivandrum,Dehradun,32.47555469160899,87.72316833182953
6589,232,Station_232,City_70,NER,Premium,1150,Station_1150,City_353,ER,Standard,1106,50,22.12,958.78,Express,1,0.22,20.832061868766772,81.31010685892602,28.448955,83.190359,Nagpur,Indore,29.99763600603918,93.91905893362154
1033,1925,Station_1925,City_33,NWR,Standard,1150,Station_1150,City_353,ER,Standard,1883,60,31.38,703.88,Superfast,2,0.19,12.948753997881166,88.93440585333231,28.448955,83.190359,Mysuru,Madurai,16.446612829655678,81.16186569070727
1167,1838,Station_1838,City_367,NR,Basic,1150,Station_1150,City_353,ER,Standard,1600,50,32.0,1683.8,Rajdhani,0,0.27,19.829540571697937,88.35214172369535,28.448955,83.190359,Shimla,Hyderabad,12.21457535647903,88.32386234919552
544,1389,Station_1389,City_390,NCR,Premium,1150,Station_1150,City_353,ER,Standard,1080,70,15.43,932.4,Express,2,0.15,36.64239193408946,88.06277862319348,28.448955,83.190359,Nagpur,Kanpur,32.8537941523998,92.57663101171643
3229,1779,Station_1779,City_154,NWR,Basic,1150,Station_1150,City_353,ER,Standard,741,80,9.26,817.99,Express,6,0.09,11.274777618133955,79.48085788261704,28.448955,83.190359,Varanasi,Raipur,27.06004407128572,93.1983195034128
1492,1587,Station_1587,City_472,WR,Standard,1150,Station_1150,City_353,ER,Standard,1409,100,14.09,934.1,Superfast,1,0.14,15.468283878549093,83.69821827026013,28.448955,83.190359,Patna,Delhi,29.355978707880283,72.13905632403535
6659,232,Station_232,City_70,NER,Premium,192,Station_192,City_197,NR,Standard,335,100,3.35,300.63,Express,3,0.29,8.867791765724057,83.2611484581277,14.773311,90.49079,Amritsar,Guwahati,23.63047953860387,79.33924509945244
8523,358,Station_358,City_65,SCR,Standard,192,Station_192,City_197,NR,Standard,1041,120,8.68,476.65,Shatabdi,4,0.23,33.881843162105895,96.83914125489605,14.773311,90.49079,Dehradun,Amritsar,15.20240773206159,82.89354297942268
6430,1394,Station_1394,City_457,NER,Basic,192,Station_192,City_197,NR,Standard,1098,50,21.96,539.09,Superfast,10,0.0,33.898137371821676,74.76573153316207,14.773311,90.49079,Jaipur,Surat,27.315095838598047,78.10980075868652
5201,1428,Station_1428,City_210,ER,Premium,192,Station_192,City_197,NR,Standard,263,100,2.63,157.58,Superfast,0,0.18,17.794143059511516,85.49032154110186,14.773311,90.49079,Jaipur,Mumbai,22.193873896843044,81.05766339313007
9340,981,Station_981,City_18,SR,Premium,192,Station_192,City_197,NR,Standard,790,100,7.9,696.04,Passenger,3,0.27,27.549444838374814,89.5008796865244,14.773311,90.49079,Jaipur,Raipur,24.39603972777042,87.08701101627517
6497,1508,Station_1508,City_136,NER,Basic,192,Station_192,City_197,NR,Standard,672,80,8.4,356.86,Shatabdi,2,0.19,26.028347911297427,75.80190222280991,14.773311,90.49079,Visakhapatnam,Amritsar,21.776057505608634,94.98524786779574
9313,591,Station_591,City_422,NWR,Premium,192,Station_192,City_197,NR,Standard,359,80,4.49,412.06,Express,1,0.25,29.32502332079905,75.88668795012694,14.773311,90.49079,Chandigarh,Jammu,31.13481219380332,85.35065879492579
6742,232,Station_232,City_70,NER,Premium,414,Station_414,City_421,WR,Basic,526,120,4.38,378.75,Shatabdi,1,0.24,8.561871645699165,81.0652925012311,27.74108,68.915545,Kolkata,Chennai,31.81376496159659,80.66776616150949
8480,877,Station_877,City_341,NER,Premium,414,Station_414,City_421,WR,Basic,1223,70,17.47,939.9,Rajdhani,4,0.1,10.236604481756384,68.30690309035877,27.74108,68.915545,Coimbatore,Amritsar,10.585459976796042,92.89196966622742
706,1811,Station_1811,City_475,SCR,Basic,414,Station_414,City_421,WR,Basic,1996,50,39.92,1595.35,Shatabdi,3,0.04,32.37991065693516,93.49038674855674,27.74108,68.915545,Coimbatore,Hyderabad,25.998060229974076,85.3138450989333
